FID,geom,projectid,plotid,kopid,plotnummer,plotnaam,jaar,euring,naam,aantal,broedcode,opmerking
ext_nat_monvogblvmtnter010021.177,POINT (64007.76110825379 401229.8041918259),252,9850,151158,3931,Winkelz-watergang,2018,11060,Blauwborst,1,2,
ext_nat_monvogblvmtnter010021.178,POINT (65540.820031983 401488.7930016056),252,9850,151158,3931,Winkelz-watergang,2018,10201,Witte Kwikstaart,1,2,
ext_nat_monvogblvmtnter010021.179,POINT (65860.61398171319 401346.1842383963),252,9850,151158,3931,Winkelz-watergang,2018,18770,Rietgors,1,2,
ext_nat_monvogblvmtnter010021.180,POINT (65103.349708052585 401333.77443848754),252,9850,151158,3931,Winkelz-watergang,2018,15600,Kauw,1,3,
ext_nat_monvogblvmtnter010021.181,POINT (65862.55736391334 401332.5451125572),252,9850,151158,3931,Winkelz-watergang,2018,12430,Rietzanger,1,2,
ext_nat_monvogblvmtnter010021.182,POINT (64912.04989174807 401031.1702971411),252,9850,151158,3931,Winkelz-watergang,2018,10660,Winterkoning,1,2,
ext_nat_monvogblvmtnter010021.183,POINT (64176.6132051469 401002.81513772235),252,9850,151158,3931,Winkelz-watergang,2018,3940,Fazant,1,2,
ext_nat_monvogblvmtnter010021.184,POINT (65086.62799575503 401347.32955934014),252,9850,151158,3931,Winkelz-watergang,2018,11870,Merel,1,2,
ext_nat_monvogblvmtnter010021.185,POINT (64833.675627527 401606.59746217675),252,9850,151158,3931,Winkelz-watergang,2018,4930,Kievit,1,2,
ext_nat_monvogblvmtnter010021.186,POINT (64625.890192216466 400927.4622785539),252,9850,151158,3931,Winkelz-watergang,2018,6870,Zomertortel,1,2,
ext_nat_monvogblvmtnter010021.187,POINT (64876.85717388928 401035.85481869325),252,9850,151158,3931,Winkelz-watergang,2018,16360,Vink,1,2,
ext_nat_monvogblvmtnter010021.188,POINT (64789.50476633075 401019.05805859284),252,9850,151158,3931,Winkelz-watergang,2018,12430,Rietzanger,1,2,
ext_nat_monvogblvmtnter010021.189,POINT (64893.447817576875 400925.1123141392),252,9850,151158,3931,Winkelz-watergang,2018,16600,Kneu,1,2,
ext_nat_monvogblvmtnter010021.190,POINT (64669.4149719985 400924.73608711286),252,9850,151158,3931,Winkelz-watergang,2018,16490,Groenling,1,2,
ext_nat_monvogblvmtnter010021.191,POINT (64836.550992231554 401033.9787296919),252,9850,151158,3931,Winkelz-watergang,2018,12770,Zwartkop,1,2,
ext_nat_monvogblvmtnter010021.192,POINT (65106.90467609641 401275.0497915626),252,9850,151158,3931,Winkelz-watergang,2018,16360,Vink,1,2,
ext_nat_monvogblvmtnter010021.193,POINT (64679.48006483287 401091.09396700596),252,9850,151158,3931,Winkelz-watergang,2018,10660,Winterkoning,1,2,
ext_nat_monvogblvmtnter010021.194,POINT (65141.83425803493 401298.7406324264),252,9850,151158,3931,Winkelz-watergang,2018,10201,Witte Kwikstaart,1,2,
ext_nat_monvogblvmtnter010021.195,POINT (64730.71557021844 401028.4302656836),252,9850,151158,3931,Winkelz-watergang,2018,12770,Zwartkop,1,2,
ext_nat_monvogblvmtnter010021.196,POINT (65725.35894807277 401124.6357524475),252,9850,151158,3931,Winkelz-watergang,2018,4290,Meerkoet,1,13,
ext_nat_monvogblvmtnter010021.197,POINT (26562.990234375 396762.96875),252,9860,25725,3951,Pekelinge,2010,1730,Bergeend,1,13,paar met jonge pullen  (wrntypebrc)
ext_nat_monvogblvmtnter010021.198,POINT (26666.341796875 396499.40625),252,9860,25725,3951,Pekelinge,2010,6680,Holenduif,1,2,
ext_nat_monvogblvmtnter010021.199,POINT (26124.6328125 396609.8125),252,9860,25725,3951,Pekelinge,2010,6700,Houtduif,1,2,
ext_nat_monvogblvmtnter010021.200,POINT (26220.857421875 396442.4375),252,9860,25725,3951,Pekelinge,2010,10110,Graspieper,1,6,
ext_nat_monvogblvmtnter010021.201,POINT (26491.712890625 396246.5625),252,9860,25725,3951,Pekelinge,2010,14620,Pimpelmees,1,2,
ext_nat_monvogblvmtnter010021.202,POINT (26644.958984375 396431.75),252,9860,25725,3951,Pekelinge,2010,15980,Ringmus,1,3,
ext_nat_monvogblvmtnter010021.203,POINT (26693.78515625 396334.28125),252,9860,25725,3951,Pekelinge,2010,1730,Bergeend,1,3,
ext_nat_monvogblvmtnter010021.204,POINT (26737.62109375 395890.4375),252,9860,25725,3951,Pekelinge,2010,1860,Wilde Eend,1,3,
ext_nat_monvogblvmtnter010021.205,POINT (27254.45703125 396279.59375),252,9860,25725,3951,Pekelinge,2010,1860,Wilde Eend,1,3,
ext_nat_monvogblvmtnter010021.206,POINT (27229.94921875 396267.28125),252,9860,25725,3951,Pekelinge,2010,1860,Wilde Eend,1,3,
ext_nat_monvogblvmtnter010021.207,POINT (26719.80078125 396385.46875),252,9860,25725,3951,Pekelinge,2010,1860,Wilde Eend,1,3,
ext_nat_monvogblvmtnter010021.208,POINT (26994.21875 396499.40625),252,9860,25725,3951,Pekelinge,2010,3940,Fazant,1,2,
ext_nat_monvogblvmtnter010021.209,POINT (26552.298828125 396125.46875),252,9860,25725,3951,Pekelinge,2010,3940,Fazant,1,3,man met 3 vrouw  (wrntypebrc)
ext_nat_monvogblvmtnter010021.210,POINT (26459.63671875 396317.78125),252,9860,25725,3951,Pekelinge,2010,3940,Fazant,1,2,
ext_nat_monvogblvmtnter010021.211,POINT (27183.10546875 396207.375),252,9860,25725,3951,Pekelinge,2010,4500,Scholekster,1,3,
ext_nat_monvogblvmtnter010021.212,POINT (26880.17578125 396802.125),252,9860,25725,3951,Pekelinge,2010,4500,Scholekster,1,3,
ext_nat_monvogblvmtnter010021.213,POINT (26701.98046875 396816.375),252,9860,25725,3951,Pekelinge,2010,4500,Scholekster,1,3,
ext_nat_monvogblvmtnter010021.214,POINT (26741.18359375 395911.78125),252,9860,25725,3951,Pekelinge,2010,6840,Turkse Tortel,1,3,
ext_nat_monvogblvmtnter010021.215,POINT (26659.21484375 396435.3125),252,9860,25725,3951,Pekelinge,2010,10660,Winterkoning,1,2,
ext_nat_monvogblvmtnter010021.216,POINT (27240.126953125 396449.5625),252,9860,25725,3951,Pekelinge,2010,10110,Graspieper,1,2,
ext_nat_monvogblvmtnter010021.217,POINT (27243.69140625 395886.875),252,9860,25725,3951,Pekelinge,2010,10660,Winterkoning,1,2,
ext_nat_monvogblvmtnter010021.218,POINT (27072.625 396777.21875),252,9860,25725,3951,Pekelinge,2010,10110,Graspieper,1,6,
ext_nat_monvogblvmtnter010021.219,POINT (26470.330078125 396745.15625),252,9860,25725,3951,Pekelinge,2010,10110,Graspieper,1,2,
ext_nat_monvogblvmtnter010021.220,POINT (26873.046875 396207.375),252,9860,25725,3951,Pekelinge,2010,10660,Winterkoning,1,2,
ext_nat_monvogblvmtnter010021.221,POINT (26181.654296875 396759.40625),252,9860,25725,3951,Pekelinge,2010,10840,Heggenmus,1,2,
ext_nat_monvogblvmtnter010021.222,POINT (26762.56640625 395997.28125),252,9860,25725,3951,Pekelinge,2010,11870,Merel,1,2,
ext_nat_monvogblvmtnter010021.223,POINT (26873.046875 396285.75),252,9860,25725,3951,Pekelinge,2010,11870,Merel,1,13,vrouw met 2 juveniel  (wrntypebrc)
ext_nat_monvogblvmtnter010021.224,POINT (26630.703125 396470.9375),252,9860,25725,3951,Pekelinge,2010,11870,Merel,1,2,
ext_nat_monvogblvmtnter010021.225,POINT (26662.779296875 396478.0625),252,9860,25725,3951,Pekelinge,2010,14640,Koolmees,1,2,
ext_nat_monvogblvmtnter010021.226,POINT (26117.505859375 396613.375),252,9860,25725,3951,Pekelinge,2010,14640,Koolmees,1,2,alarmerend  (wrntypebrc)
ext_nat_monvogblvmtnter010021.227,POINT (26762.56640625 395950.96875),252,9860,25725,3951,Pekelinge,2010,15910,Huismus,1,2,meerdere vogels  (wrntypebrc)
ext_nat_monvogblvmtnter010021.228,POINT (27255.875 396249.65625),252,9860,25725,3951,Pekelinge,2010,1860,Wilde Eend,1,3,
ext_nat_monvogblvmtnter010021.229,POINT (27126.08203125 396951.71875),252,9860,25725,3951,Pekelinge,2010,4930,Kievit,1,6,
ext_nat_monvogblvmtnter010021.230,POINT (26627.140625 396079.1875),252,9860,25725,3951,Pekelinge,2010,1860,Wilde Eend,1,13,vrouw met jonge pullen  (wrntypebrc)
ext_nat_monvogblvmtnter010021.231,POINT (26295.69921875 396570.65625),252,9860,25725,3951,Pekelinge,2010,4500,Scholekster,1,6,
ext_nat_monvogblvmtnter010021.232,POINT (26092.55859375 396698.84375),252,9860,25725,3951,Pekelinge,2010,15980,Ringmus,1,3,
ext_nat_monvogblvmtnter010021.233,POINT (26481.021484375 396691.75),252,9860,25725,3951,Pekelinge,2010,3940,Fazant,1,2,
ext_nat_monvogblvmtnter010021.234,POINT (26334.90234375 396456.6875),252,9860,25725,3951,Pekelinge,2010,1860,Wilde Eend,1,13,vrouw met pullen  (wrntypebrc)
ext_nat_monvogblvmtnter010021.235,POINT (26830.28125 396235.875),252,9860,25725,3951,Pekelinge,2010,6680,Holenduif,1,2,
ext_nat_monvogblvmtnter010021.236,POINT (26801.76953125 395983.03125),252,9860,25725,3951,Pekelinge,2010,6700,Houtduif,1,2,
ext_nat_monvogblvmtnter010021.237,POINT (26865.919921875 396413.9375),252,9860,25725,3951,Pekelinge,2010,9920,Boerenzwaluw,1,3,
ext_nat_monvogblvmtnter010021.238,POINT (26477.45703125 396097),252,9860,25725,3951,Pekelinge,2010,9920,Boerenzwaluw,1,3,
ext_nat_monvogblvmtnter010021.239,POINT (26484.583984375 396029.3125),252,9860,25725,3951,Pekelinge,2010,10840,Heggenmus,1,2,
ext_nat_monvogblvmtnter010021.240,POINT (26117.505859375 396606.25),252,9860,25725,3951,Pekelinge,2010,12750,Grasmus,1,2,
ext_nat_monvogblvmtnter010021.241,POINT (26481.021484375 396221.625),252,9860,25725,3951,Pekelinge,2010,12770,Zwartkop,1,2,
ext_nat_monvogblvmtnter010021.242,POINT (26477.45703125 396064.9375),252,9860,25725,3951,Pekelinge,2010,14640,Koolmees,1,6,paar met juv  (wrntypebrc)
ext_nat_monvogblvmtnter010021.243,POINT (26844.537109375 396243),252,9860,25725,3951,Pekelinge,2010,15490,Ekster,1,2,"alarmerend, ws met jongen  (wrntypebrc)"
ext_nat_monvogblvmtnter010021.244,POINT (26840.97265625 396207.375),252,9860,25725,3951,Pekelinge,2010,6700,Houtduif,1,2,
ext_nat_monvogblvmtnter010021.245,POINT (27129.646484375 396834.1875),252,9860,25725,3951,Pekelinge,2010,4930,Kievit,1,6,
ext_nat_monvogblvmtnter010021.246,POINT (27001.34765625 396624.0625),252,9860,25725,3951,Pekelinge,2010,4930,Kievit,1,2,
ext_nat_monvogblvmtnter010021.247,POINT (27126.08203125 396823.5),252,9860,25725,3951,Pekelinge,2010,4930,Kievit,1,6,
ext_nat_monvogblvmtnter010021.248,POINT (26092.55859375 396720.21875),252,9860,25725,3951,Pekelinge,2010,6700,Houtduif,1,2,
ext_nat_monvogblvmtnter010021.249,POINT (26780.38671875 395986.59375),252,9860,25725,3951,Pekelinge,2010,6840,Turkse Tortel,1,3,
ext_nat_monvogblvmtnter010021.250,POINT (26406.1796875 396257.25),252,9860,25725,3951,Pekelinge,2010,8560,Groene Specht,1,2,
ext_nat_monvogblvmtnter010021.251,POINT (26851.6640625 396267.9375),252,9860,25725,3951,Pekelinge,2010,10840,Heggenmus,1,2,
ext_nat_monvogblvmtnter010021.252,POINT (26423.998046875 396200.25),252,9860,25725,3951,Pekelinge,2010,10990,Roodborst,1,2,
ext_nat_monvogblvmtnter010021.253,POINT (26819.58984375 396054.25),252,9860,25725,3951,Pekelinge,2010,12500,Bosrietzanger,1,2,"eerste 150 meter zuidelijk van deze plek zingend, in slootkant  (wrntypebrc)"
ext_nat_monvogblvmtnter010021.254,POINT (26092.55859375 396716.65625),252,9860,25725,3951,Pekelinge,2010,14620,Pimpelmees,1,6,paar met jongen  (wrntypebrc)
ext_nat_monvogblvmtnter010021.255,POINT (26751.875 396015.0625),252,9860,25725,3951,Pekelinge,2010,16490,Groenling,1,2,
ext_nat_monvogblvmtnter010021.256,POINT (27008.474609375 396766.53125),252,9860,25725,3951,Pekelinge,2010,1860,Wilde Eend,1,3,
ext_nat_monvogblvmtnter010021.257,POINT (26384.796875 396559.96875),252,9860,25725,3951,Pekelinge,2010,1860,Wilde Eend,1,3,
ext_nat_monvogblvmtnter010021.258,POINT (26791.078125 396901.84375),252,9860,25725,3951,Pekelinge,2010,1860,Wilde Eend,1,3,
ext_nat_monvogblvmtnter010021.259,POINT (27013.8203125 396193.15625),252,9860,25725,3951,Pekelinge,2010,1860,Wilde Eend,1,3,
ext_nat_monvogblvmtnter010021.260,POINT (27173.23046875 396526.125),252,9860,25725,3951,Pekelinge,2010,1860,Wilde Eend,1,3,
ext_nat_monvogblvmtnter010021.261,POINT (27265.759765625 396177.40625),252,9860,25725,3951,Pekelinge,2010,1860,Wilde Eend,1,3,
ext_nat_monvogblvmtnter010021.262,POINT (27174.501953125 396478.6875),252,9860,25725,3951,Pekelinge,2010,1860,Wilde Eend,1,3,
ext_nat_monvogblvmtnter010021.263,POINT (26534.478515625 396834.1875),252,9860,25725,3951,Pekelinge,2010,1869,Soepeend,1,13,vrouw met jonge pullen  (wrntypebrc)
ext_nat_monvogblvmtnter010021.264,POINT (26167.400390625 396563.53125),252,9860,25725,3951,Pekelinge,2010,3940,Fazant,1,2,
ext_nat_monvogblvmtnter010021.265,POINT (26605.755859375 396559.96875),252,9860,25725,3951,Pekelinge,2010,3940,Fazant,1,2,
ext_nat_monvogblvmtnter010021.266,POINT (26969.271484375 397122.65625),252,9860,25725,3951,Pekelinge,2010,3940,Fazant,1,2,
ext_nat_monvogblvmtnter010021.267,POINT (26295.69921875 396492.3125),252,9860,25725,3951,Pekelinge,2010,4500,Scholekster,1,3,
ext_nat_monvogblvmtnter010021.268,POINT (26320.646484375 396282.1875),252,9860,25725,3951,Pekelinge,2010,10840,Heggenmus,1,2,
ext_nat_monvogblvmtnter010021.269,POINT (27200.923828125 396983.78125),252,9860,25725,3951,Pekelinge,2010,10110,Graspieper,1,2,
ext_nat_monvogblvmtnter010021.270,POINT (26794.642578125 395869.0625),252,9860,25725,3951,Pekelinge,2010,10840,Heggenmus,1,2,
ext_nat_monvogblvmtnter010021.271,POINT (27208.052734375 395961.65625),252,9860,25725,3951,Pekelinge,2010,10840,Heggenmus,1,2,
ext_nat_monvogblvmtnter010021.272,POINT (26694.853515625 395975.90625),252,9860,25725,3951,Pekelinge,2010,11870,Merel,1,2,
ext_nat_monvogblvmtnter010021.273,POINT (26848.099609375 396182.46875),252,9860,25725,3951,Pekelinge,2010,11870,Merel,1,13,vrouw met 2 juveniel  (wrntypebrc)
ext_nat_monvogblvmtnter010021.274,POINT (26391.923828125 396207.375),252,9860,25725,3951,Pekelinge,2010,11870,Merel,1,2,
ext_nat_monvogblvmtnter010021.275,POINT (26473.892578125 396093.4375),252,9860,25725,3951,Pekelinge,2010,11870,Merel,1,2,
ext_nat_monvogblvmtnter010021.276,POINT (26787.513671875 395901.09375),252,9860,25725,3951,Pekelinge,2010,11870,Merel,1,2,
ext_nat_monvogblvmtnter010021.277,POINT (27229.435546875 395869.0625),252,9860,25725,3951,Pekelinge,2010,11870,Merel,1,2,
ext_nat_monvogblvmtnter010021.278,POINT (27240.126953125 395979.46875),252,9860,25725,3951,Pekelinge,2010,11870,Merel,1,2,
ext_nat_monvogblvmtnter010021.279,POINT (26837.408203125 396260.8125),252,9860,25725,3951,Pekelinge,2010,13110,Tjiftjaf,1,2,
ext_nat_monvogblvmtnter010021.280,POINT (26459.63671875 396111.21875),252,9860,25725,3951,Pekelinge,2010,16530,Putter,1,2,
ext_nat_monvogblvmtnter010021.281,POINT (26826.716796875 396435.3125),252,9860,25725,3951,Pekelinge,2010,14640,Koolmees,1,2,
ext_nat_monvogblvmtnter010021.282,POINT (26791.078125 395918.90625),252,9860,25725,3951,Pekelinge,2010,15820,Spreeuw,1,2,
ext_nat_monvogblvmtnter010021.283,POINT (26780.38671875 395929.59375),252,9860,25725,3951,Pekelinge,2010,15980,Ringmus,1,2,
ext_nat_monvogblvmtnter010021.284,POINT (27199.142578125 395861.84375),252,9860,25725,3951,Pekelinge,2010,15910,Huismus,1,1,
ext_nat_monvogblvmtnter010021.285,POINT (26798.20703125 395986.625),252,9860,25725,3951,Pekelinge,2010,15910,Huismus,1,1,
ext_nat_monvogblvmtnter010021.286,POINT (26816.025390625 396193.15625),252,9860,25725,3951,Pekelinge,2010,12510,Kleine Karekiet,1,2,
ext_nat_monvogblvmtnter010021.287,POINT (26798.20703125 396406.8125),252,9860,25725,3951,Pekelinge,2010,3940,Fazant,1,2,
ext_nat_monvogblvmtnter010021.288,POINT (26833.845703125 396200.25),252,9860,25725,3951,Pekelinge,2010,12770,Zwartkop,1,2,
ext_nat_monvogblvmtnter010021.289,POINT (26459.63671875 396210.9375),252,9860,25725,3951,Pekelinge,2010,13110,Tjiftjaf,1,2,
ext_nat_monvogblvmtnter010021.290,POINT (26088.994140625 396720.21875),252,9860,25725,3951,Pekelinge,2010,12590,Spotvogel,1,2,
ext_nat_monvogblvmtnter010021.291,POINT (26705.544921875 395940.28125),252,9860,25725,3951,Pekelinge,2010,12590,Spotvogel,1,2,
ext_nat_monvogblvmtnter010021.292,POINT (26470.330078125 396025.75),252,9860,25725,3951,Pekelinge,2010,12750,Grasmus,1,2,
ext_nat_monvogblvmtnter010021.293,POINT (26776.822265625 395915.34375),252,9860,25725,3951,Pekelinge,2010,15820,Spreeuw,1,2,
ext_nat_monvogblvmtnter010021.294,POINT (26782.16796875 395972.78125),252,9860,25725,3951,Pekelinge,2010,15910,Huismus,1,1,
ext_nat_monvogblvmtnter010021.295,POINT (27073.2890625 396768.3125),252,9860,25725,3951,Pekelinge,2010,1860,Wilde Eend,1,1,
ext_nat_monvogblvmtnter010021.296,POINT (26584.373046875 396766.53125),252,9860,25725,3951,Pekelinge,2010,1860,Wilde Eend,1,3,
ext_nat_monvogblvmtnter010021.297,POINT (26794.642578125 396841.3125),252,9860,25725,3951,Pekelinge,2010,1860,Wilde Eend,1,3,
ext_nat_monvogblvmtnter010021.298,POINT (26748.3125 396795),252,9860,25725,3951,Pekelinge,2010,1860,Wilde Eend,1,1,
ext_nat_monvogblvmtnter010021.299,POINT (27097.572265625 396079.1875),252,9860,25725,3951,Pekelinge,2010,3940,Fazant,1,1,
ext_nat_monvogblvmtnter010021.300,POINT (26912.25 396894.71875),252,9860,25725,3951,Pekelinge,2010,3940,Fazant,1,1,
ext_nat_monvogblvmtnter010021.301,POINT (26782.16796875 395985.6875),252,9860,25725,3951,Pekelinge,2010,15910,Huismus,1,1,
ext_nat_monvogblvmtnter010021.302,POINT (26796.423828125 395992.15625),252,9860,25725,3951,Pekelinge,2010,15910,Huismus,1,1,
ext_nat_monvogblvmtnter010021.303,POINT (26791.078125 395968.4375),252,9860,25725,3951,Pekelinge,2010,15910,Huismus,1,1,
ext_nat_monvogblvmtnter010021.304,POINT (26890.8671875 396228.75),252,9860,25725,3951,Pekelinge,2010,3940,Fazant,1,2,
ext_nat_monvogblvmtnter010021.305,POINT (27254.3828125 396100.53125),252,9860,25725,3951,Pekelinge,2010,10110,Graspieper,1,6,
ext_nat_monvogblvmtnter010021.306,POINT (26751.875 395975.90625),252,9860,25725,3951,Pekelinge,2010,10201,Witte Kwikstaart,1,1,
ext_nat_monvogblvmtnter010021.307,POINT (26363.412109375 396257.25),252,9860,25725,3951,Pekelinge,2010,15490,Ekster,1,13,
ext_nat_monvogblvmtnter010021.308,POINT (26630.703125 396047.125),252,9860,25725,3951,Pekelinge,2010,4240,Waterhoen,1,3,
ext_nat_monvogblvmtnter010021.309,POINT (27118.955078125 396827.0625),252,9860,25725,3951,Pekelinge,2010,4930,Kievit,1,6,
ext_nat_monvogblvmtnter010021.310,POINT (27151.029296875 396570.65625),252,9860,25725,3951,Pekelinge,2010,9760,Veldleeuwerik,1,2,
ext_nat_monvogblvmtnter010021.311,POINT (27222.306640625 396862.6875),252,9860,25725,3951,Pekelinge,2010,10110,Graspieper,1,2,
ext_nat_monvogblvmtnter010021.312,POINT (26826.716796875 396232.3125),252,9860,25725,3951,Pekelinge,2010,10990,Roodborst,1,2,
ext_nat_monvogblvmtnter010021.313,POINT (27197.361328125 395929.59375),252,9860,25725,3951,Pekelinge,2010,15490,Ekster,1,3,
ext_nat_monvogblvmtnter010021.314,POINT (26117.505859375 396624.0625),252,9860,25725,3951,Pekelinge,2010,16490,Groenling,1,2,
ext_nat_monvogblvmtnter010021.315,POINT (26541.607421875 396866.25),252,9860,25725,3951,Pekelinge,2010,3940,Fazant,1,2,
ext_nat_monvogblvmtnter010021.316,POINT (26719.80078125 396275.0625),252,9860,25725,3951,Pekelinge,2010,4500,Scholekster,1,2,
ext_nat_monvogblvmtnter010021.317,POINT (26701.98046875 396424.625),252,9860,25725,3951,Pekelinge,2010,6700,Houtduif,1,2,
ext_nat_monvogblvmtnter010021.318,POINT (26748.3125 395933.15625),252,9860,25725,3951,Pekelinge,2010,9920,Boerenzwaluw,1,2,
ext_nat_monvogblvmtnter010021.319,POINT (27193.796875 396214.5),252,9860,25725,3951,Pekelinge,2010,10110,Graspieper,1,2,
ext_nat_monvogblvmtnter010021.320,POINT (27165.28515625 396983.78125),252,9860,25725,3951,Pekelinge,2010,10171,Gele Kwikstaart,1,2,
ext_nat_monvogblvmtnter010021.321,POINT (26431.126953125 396855.5625),252,9860,25725,3951,Pekelinge,2010,12510,Kleine Karekiet,1,2,
ext_nat_monvogblvmtnter010021.322,POINT (26687.7265625 395965.21875),252,9860,25725,3951,Pekelinge,2010,13110,Tjiftjaf,1,2,
ext_nat_monvogblvmtnter010021.323,POINT (26780.38671875 395904.65625),252,9860,25725,3951,Pekelinge,2010,12750,Grasmus,1,2,
ext_nat_monvogblvmtnter010021.324,POINT (26826.716796875 396228.75),252,9860,25725,3951,Pekelinge,2010,14620,Pimpelmees,1,2,
ext_nat_monvogblvmtnter010021.325,POINT (26769.6953125 395997.28125),252,9860,25725,3951,Pekelinge,2010,14640,Koolmees,1,2,alarm + juv  (wrntypebrc)
ext_nat_monvogblvmtnter010021.326,POINT (26833.845703125 396235.875),252,9860,25725,3951,Pekelinge,2010,14640,Koolmees,1,2,alarm + juv  (wrntypebrc)
