FID,geom,projectid,plotid,kopid,plotnummer,plotnaam,jaar,euring,naam,aantal,broedcode,opmerking
ext_nat_monvogblvmtnter010021.14895,POINT (56260.48046875 377972.625),252,16616,32048,5186,Ser-Arendspolder Ossenisse,2012,1860,Wilde Eend,1,3,
ext_nat_monvogblvmtnter010021.14896,POINT (55661.984375 376864.25),252,16616,32048,5186,Ser-Arendspolder Ossenisse,2012,1860,Wilde Eend,1,3,
ext_nat_monvogblvmtnter010021.14897,POINT (56189.1015625 378076.875),252,16616,32048,5186,Ser-Arendspolder Ossenisse,2012,3670,Patrijs,1,5,
ext_nat_monvogblvmtnter010021.14898,POINT (56265.97265625 378038.46875),252,16616,32048,5186,Ser-Arendspolder Ossenisse,2012,3940,Fazant,1,2,
ext_nat_monvogblvmtnter010021.14899,POINT (56013.39453125 377818.96875),252,16616,32048,5186,Ser-Arendspolder Ossenisse,2012,3940,Fazant,1,2,
ext_nat_monvogblvmtnter010021.14900,POINT (55804.7421875 376595.40625),252,16616,32048,5186,Ser-Arendspolder Ossenisse,2012,3940,Fazant,1,2,
ext_nat_monvogblvmtnter010021.14901,POINT (55793.76171875 376979.46875),252,16616,32048,5186,Ser-Arendspolder Ossenisse,2012,4500,Scholekster,1,3,
ext_nat_monvogblvmtnter010021.14902,POINT (55909.0703125 377522.6875),252,16616,32048,5186,Ser-Arendspolder Ossenisse,2012,10110,Graspieper,1,2,
ext_nat_monvogblvmtnter010021.14903,POINT (55667.47265625 376474.6875),252,16616,32048,5186,Ser-Arendspolder Ossenisse,2012,10110,Graspieper,1,2,
ext_nat_monvogblvmtnter010021.14904,POINT (55760.81640625 376485.65625),252,16616,32048,5186,Ser-Arendspolder Ossenisse,2012,12510,Kleine Karekiet,1,2,
ext_nat_monvogblvmtnter010021.14905,POINT (56038.2578125 377153.6875),252,16616,32048,5186,Ser-Arendspolder Ossenisse,2012,4240,Waterhoen,1,3,
ext_nat_monvogblvmtnter010021.14906,POINT (55668.78515625 376297.78125),252,16616,32048,5186,Ser-Arendspolder Ossenisse,2012,12750,Grasmus,1,2,
ext_nat_monvogblvmtnter010021.14907,POINT (55950.25 377637.90625),252,16616,32048,5186,Ser-Arendspolder Ossenisse,2012,3670,Patrijs,1,2,
ext_nat_monvogblvmtnter010021.14908,POINT (55903.90625 377204.03125),252,16616,32048,5186,Ser-Arendspolder Ossenisse,2012,10110,Graspieper,1,2,
ext_nat_monvogblvmtnter010021.14909,POINT (55942.015625 377610.46875),252,16616,32048,5186,Ser-Arendspolder Ossenisse,2012,3670,Patrijs,1,2,
ext_nat_monvogblvmtnter010021.14910,POINT (55618.40234375 376255.8125),252,16616,32048,5186,Ser-Arendspolder Ossenisse,2012,15910,Huismus,1,2,
ext_nat_monvogblvmtnter010021.14911,POINT (56243.32421875 378178.6875),252,16616,32048,5186,Ser-Arendspolder Ossenisse,2012,12750,Grasmus,1,2,
ext_nat_monvogblvmtnter010021.14912,POINT (55980.44921875 377171.53125),252,16616,32048,5186,Ser-Arendspolder Ossenisse,2012,1730,Bergeend,1,3,
ext_nat_monvogblvmtnter010021.14913,POINT (55798.41015625 376642.5625),252,16616,32048,5186,Ser-Arendspolder Ossenisse,2012,4500,Scholekster,1,15,
ext_nat_monvogblvmtnter010021.14914,POINT (55640.01953125 376310.0625),252,16616,32048,5186,Ser-Arendspolder Ossenisse,2012,3670,Patrijs,1,5,
ext_nat_monvogblvmtnter010021.14915,POINT (55618.40234375 376255.8125),252,16616,32048,5186,Ser-Arendspolder Ossenisse,2012,15910,Huismus,1,2,
ext_nat_monvogblvmtnter010021.14916,POINT (55661.984375 376902.65625),252,16616,32048,5186,Ser-Arendspolder Ossenisse,2012,10110,Graspieper,1,2,
ext_nat_monvogblvmtnter010021.14917,POINT (56042.45703125 377153.6875),252,16616,32048,5186,Ser-Arendspolder Ossenisse,2012,1860,Wilde Eend,1,3,
ext_nat_monvogblvmtnter010021.14918,POINT (56042.45703125 377136.90625),252,16616,32048,5186,Ser-Arendspolder Ossenisse,2012,1860,Wilde Eend,1,3,
ext_nat_monvogblvmtnter010021.14919,POINT (55987.875 377149.5),252,16616,32048,5186,Ser-Arendspolder Ossenisse,2012,1860,Wilde Eend,1,3,
ext_nat_monvogblvmtnter010021.14920,POINT (55771.80078125 376891.6875),252,16616,32048,5186,Ser-Arendspolder Ossenisse,2012,1860,Wilde Eend,1,3,
ext_nat_monvogblvmtnter010021.14921,POINT (56050.85546875 377145.3125),252,16616,32048,5186,Ser-Arendspolder Ossenisse,2012,1860,Wilde Eend,1,3,
ext_nat_monvogblvmtnter010021.14922,POINT (56000.47265625 377145.3125),252,16616,32048,5186,Ser-Arendspolder Ossenisse,2012,1860,Wilde Eend,1,3,
ext_nat_monvogblvmtnter010021.14923,POINT (56071.84765625 377136.90625),252,16616,32048,5186,Ser-Arendspolder Ossenisse,2012,1860,Wilde Eend,1,3,
ext_nat_monvogblvmtnter010021.14924,POINT (55618.40234375 376255.8125),252,16616,32048,5186,Ser-Arendspolder Ossenisse,2012,15910,Huismus,1,2,
ext_nat_monvogblvmtnter010021.14925,POINT (55909.05078125 377270.65625),252,16616,32048,5186,Ser-Arendspolder Ossenisse,2012,4500,Scholekster,1,15,
ext_nat_monvogblvmtnter010021.14926,POINT (56276.953125 378192.09375),252,16616,32048,5186,Ser-Arendspolder Ossenisse,2012,11390,Roodborsttapuit,1,2,
ext_nat_monvogblvmtnter010021.14927,POINT (56217.4296875 378032.84375),252,16616,32048,5186,Ser-Arendspolder Ossenisse,2012,4500,Scholekster,1,15,
ext_nat_monvogblvmtnter010021.14928,POINT (55716.890625 376414.3125),252,16616,32048,5186,Ser-Arendspolder Ossenisse,2012,11390,Roodborsttapuit,1,2,
ext_nat_monvogblvmtnter010021.14929,POINT (55612.56640625 376216.78125),252,16616,32048,5186,Ser-Arendspolder Ossenisse,2012,11870,Merel,1,2,
ext_nat_monvogblvmtnter010021.14930,POINT (55656.4921875 376332.03125),252,16616,32048,5186,Ser-Arendspolder Ossenisse,2012,15910,Huismus,1,2,
ext_nat_monvogblvmtnter010021.14931,POINT (55618.40234375 376255.8125),252,16616,32048,5186,Ser-Arendspolder Ossenisse,2012,15910,Huismus,1,2,
ext_nat_monvogblvmtnter010021.14932,POINT (55618.40234375 376255.8125),252,16616,32048,5186,Ser-Arendspolder Ossenisse,2012,15910,Huismus,1,2,
ext_nat_monvogblvmtnter010021.14933,POINT (55618.40234375 376255.8125),252,16616,32048,5186,Ser-Arendspolder Ossenisse,2012,15910,Huismus,1,2,
ext_nat_monvogblvmtnter010021.14934,POINT (56264.51171875 378042.25),252,16616,32048,5186,Ser-Arendspolder Ossenisse,2012,4500,Scholekster,1,15,
ext_nat_monvogblvmtnter010021.14935,POINT (55668.94140625 376739),252,16616,32048,5186,Ser-Arendspolder Ossenisse,2012,4500,Scholekster,1,15,
ext_nat_monvogblvmtnter010021.14936,POINT (55947.50390625 377742.15625),252,16616,32048,5186,Ser-Arendspolder Ossenisse,2012,15600,Kauw,1,3,
ext_nat_monvogblvmtnter010021.14937,POINT (55942.015625 377775.09375),252,16616,32048,5186,Ser-Arendspolder Ossenisse,2012,15910,Huismus,1,2,
ext_nat_monvogblvmtnter010021.14938,POINT (55936.5234375 377171.53125),252,16616,45190,5186,Ser-Arendspolder Ossenisse,2014,1860,Wilde Eend,1,3,
ext_nat_monvogblvmtnter010021.14939,POINT (55996.921875 377166.03125),252,16616,45190,5186,Ser-Arendspolder Ossenisse,2014,1860,Wilde Eend,1,3,
ext_nat_monvogblvmtnter010021.14940,POINT (56018.88671875 377166.03125),252,16616,45190,5186,Ser-Arendspolder Ossenisse,2014,1860,Wilde Eend,1,3,
ext_nat_monvogblvmtnter010021.14941,POINT (56035.359375 377166.03125),252,16616,45190,5186,Ser-Arendspolder Ossenisse,2014,1860,Wilde Eend,1,3,
ext_nat_monvogblvmtnter010021.14942,POINT (56035.359375 377166.03125),252,16616,45190,5186,Ser-Arendspolder Ossenisse,2014,1860,Wilde Eend,1,3,
ext_nat_monvogblvmtnter010021.14943,POINT (56046.33984375 377166.03125),252,16616,45190,5186,Ser-Arendspolder Ossenisse,2014,1860,Wilde Eend,1,3,
ext_nat_monvogblvmtnter010021.14944,POINT (56046.33984375 377166.03125),252,16616,45190,5186,Ser-Arendspolder Ossenisse,2014,1860,Wilde Eend,1,3,
ext_nat_monvogblvmtnter010021.14945,POINT (56046.33984375 377166.03125),252,16616,45190,5186,Ser-Arendspolder Ossenisse,2014,1860,Wilde Eend,1,3,
ext_nat_monvogblvmtnter010021.14946,POINT (56046.33984375 377166.03125),252,16616,45190,5186,Ser-Arendspolder Ossenisse,2014,1860,Wilde Eend,1,3,
ext_nat_monvogblvmtnter010021.14947,POINT (56046.33984375 377166.03125),252,16616,45190,5186,Ser-Arendspolder Ossenisse,2014,1860,Wilde Eend,1,3,
ext_nat_monvogblvmtnter010021.14948,POINT (56046.33984375 377166.03125),252,16616,45190,5186,Ser-Arendspolder Ossenisse,2014,1860,Wilde Eend,1,3,
ext_nat_monvogblvmtnter010021.14949,POINT (55804.7421875 376952.03125),252,16616,45190,5186,Ser-Arendspolder Ossenisse,2014,1860,Wilde Eend,1,3,
ext_nat_monvogblvmtnter010021.14950,POINT (55793.76171875 376930.09375),252,16616,45190,5186,Ser-Arendspolder Ossenisse,2014,1860,Wilde Eend,1,3,
ext_nat_monvogblvmtnter010021.14951,POINT (55777.2890625 376908.15625),252,16616,45190,5186,Ser-Arendspolder Ossenisse,2014,1860,Wilde Eend,1,3,
ext_nat_monvogblvmtnter010021.14952,POINT (55771.80078125 376891.6875),252,16616,45190,5186,Ser-Arendspolder Ossenisse,2014,1860,Wilde Eend,1,3,
ext_nat_monvogblvmtnter010021.14953,POINT (55771.80078125 376875.21875),252,16616,45190,5186,Ser-Arendspolder Ossenisse,2014,1860,Wilde Eend,1,3,
ext_nat_monvogblvmtnter010021.14954,POINT (55667.47265625 376260.6875),252,16616,45190,5186,Ser-Arendspolder Ossenisse,2014,15910,Huismus,1,2,
ext_nat_monvogblvmtnter010021.14955,POINT (55672.96484375 376260.6875),252,16616,45190,5186,Ser-Arendspolder Ossenisse,2014,15910,Huismus,1,2,
ext_nat_monvogblvmtnter010021.14956,POINT (56265.97265625 377983.59375),252,16616,45190,5186,Ser-Arendspolder Ossenisse,2014,10171,Gele Kwikstaart,1,2,
ext_nat_monvogblvmtnter010021.14957,POINT (55601.58203125 376222.28125),252,16616,45190,5186,Ser-Arendspolder Ossenisse,2014,11870,Merel,1,2,
ext_nat_monvogblvmtnter010021.14958,POINT (55952.99609375 377818.96875),252,16616,45190,5186,Ser-Arendspolder Ossenisse,2014,6840,Turkse Tortel,1,2,
ext_nat_monvogblvmtnter010021.14959,POINT (55607.07421875 376172.90625),252,16616,45190,5186,Ser-Arendspolder Ossenisse,2014,12510,Kleine Karekiet,1,2,
ext_nat_monvogblvmtnter010021.14960,POINT (56101.24609375 377873.84375),252,16616,45190,5186,Ser-Arendspolder Ossenisse,2014,1860,Wilde Eend,1,3,
ext_nat_monvogblvmtnter010021.14961,POINT (55952.99609375 377791.5625),252,16616,45190,5186,Ser-Arendspolder Ossenisse,2014,15910,Huismus,1,15,
ext_nat_monvogblvmtnter010021.14962,POINT (56035.359375 377528.1875),252,16616,45190,5186,Ser-Arendspolder Ossenisse,2014,4500,Scholekster,1,15,
ext_nat_monvogblvmtnter010021.14963,POINT (55963.9765625 377840.9375),252,16616,45190,5186,Ser-Arendspolder Ossenisse,2014,1860,Wilde Eend,1,16,
ext_nat_monvogblvmtnter010021.14964,POINT (56101.24609375 377873.84375),252,16616,45190,5186,Ser-Arendspolder Ossenisse,2014,1860,Wilde Eend,1,3,
ext_nat_monvogblvmtnter010021.14965,POINT (56233.02734375 377890.3125),252,16616,45190,5186,Ser-Arendspolder Ossenisse,2014,3670,Patrijs,1,5,
ext_nat_monvogblvmtnter010021.14966,POINT (55996.921875 377286.75),252,16616,45190,5186,Ser-Arendspolder Ossenisse,2014,4500,Scholekster,1,15,
ext_nat_monvogblvmtnter010021.14967,POINT (56035.359375 377171.53125),252,16616,45190,5186,Ser-Arendspolder Ossenisse,2014,4240,Waterhoen,1,3,
ext_nat_monvogblvmtnter010021.14968,POINT (56101.24609375 377873.84375),252,16616,45190,5186,Ser-Arendspolder Ossenisse,2014,1860,Wilde Eend,1,3,
ext_nat_monvogblvmtnter010021.14969,POINT (55634.52734375 376299.09375),252,16616,45190,5186,Ser-Arendspolder Ossenisse,2014,10660,Winterkoning,1,2,
ext_nat_monvogblvmtnter010021.14970,POINT (55974.95703125 377149.5625),252,16616,45190,5186,Ser-Arendspolder Ossenisse,2014,4500,Scholekster,1,15,
ext_nat_monvogblvmtnter010021.14971,POINT (55618.0546875 376282.625),252,16616,45190,5186,Ser-Arendspolder Ossenisse,2014,9920,Boerenzwaluw,2,15,
ext_nat_monvogblvmtnter010021.14972,POINT (56090.265625 377209.9375),252,16616,45190,5186,Ser-Arendspolder Ossenisse,2014,4500,Scholekster,1,15,
ext_nat_monvogblvmtnter010021.14973,POINT (55996.921875 377418.4375),252,16616,45190,5186,Ser-Arendspolder Ossenisse,2014,4500,Scholekster,1,15,
ext_nat_monvogblvmtnter010021.14974,POINT (55590.6015625 376178.375),252,16616,45190,5186,Ser-Arendspolder Ossenisse,2014,10171,Gele Kwikstaart,1,2,
ext_nat_monvogblvmtnter010021.14975,POINT (56013.39453125 377670.84375),252,16616,45190,5186,Ser-Arendspolder Ossenisse,2014,4500,Scholekster,1,15,
ext_nat_monvogblvmtnter010021.14976,POINT (55678.45703125 376370.4375),252,16616,45190,5186,Ser-Arendspolder Ossenisse,2014,12510,Kleine Karekiet,1,2,
ext_nat_monvogblvmtnter010021.14977,POINT (56194.58984375 378164.65625),252,16616,45190,5186,Ser-Arendspolder Ossenisse,2014,10840,Heggenmus,1,2,
ext_nat_monvogblvmtnter010021.14978,POINT (55711.3984375 376633.8125),252,16616,45190,5186,Ser-Arendspolder Ossenisse,2014,12510,Kleine Karekiet,1,2,
ext_nat_monvogblvmtnter010021.14979,POINT (55782.78125 376491.125),252,16616,45190,5186,Ser-Arendspolder Ossenisse,2014,12510,Kleine Karekiet,1,2,
ext_nat_monvogblvmtnter010021.14980,POINT (56194.58984375 378175.625),252,16616,45190,5186,Ser-Arendspolder Ossenisse,2014,12750,Grasmus,1,2,
ext_nat_monvogblvmtnter010021.14981,POINT (55640.01953125 376332.03125),252,16616,45190,5186,Ser-Arendspolder Ossenisse,2014,12750,Grasmus,1,2,
ext_nat_monvogblvmtnter010021.14982,POINT (55947.50390625 377780.5625),252,16616,45190,5186,Ser-Arendspolder Ossenisse,2014,15600,Kauw,1,15,
ext_nat_monvogblvmtnter010021.14983,POINT (56084.7734375 377451.34375),252,16616,45190,5186,Ser-Arendspolder Ossenisse,2014,12750,Grasmus,1,2,
ext_nat_monvogblvmtnter010021.14984,POINT (55952.99609375 377808),252,16616,45190,5186,Ser-Arendspolder Ossenisse,2014,15490,Ekster,1,13,
ext_nat_monvogblvmtnter010021.14985,POINT (55612.56640625 376310.0625),252,16616,45190,5186,Ser-Arendspolder Ossenisse,2014,15910,Huismus,5,16,
ext_nat_monvogblvmtnter010021.14986,POINT (55651 376343),252,16616,45190,5186,Ser-Arendspolder Ossenisse,2014,15490,Ekster,1,16,
ext_nat_monvogblvmtnter010021.14987,POINT (55629.0390625 376332.03125),252,16616,45190,5186,Ser-Arendspolder Ossenisse,2014,15980,Ringmus,1,2,
ext_nat_monvogblvmtnter010021.14988,POINT (55936.5234375 377813.5),252,16616,45190,5186,Ser-Arendspolder Ossenisse,2014,15910,Huismus,1,15,
ext_nat_monvogblvmtnter010021.14989,POINT (55947.50390625 377824.46875),252,16616,45190,5186,Ser-Arendspolder Ossenisse,2014,15910,Huismus,1,15,
ext_nat_monvogblvmtnter010021.14990,POINT (55629.0390625 376332.03125),252,16616,45190,5186,Ser-Arendspolder Ossenisse,2014,15980,Ringmus,1,2,
ext_nat_monvogblvmtnter010021.14991,POINT (55629.0390625 376332.03125),252,16616,45190,5186,Ser-Arendspolder Ossenisse,2014,15980,Ringmus,1,2,
ext_nat_monvogblvmtnter010021.14992,POINT (55629.0390625 376332.03125),252,16616,45190,5186,Ser-Arendspolder Ossenisse,2014,15980,Ringmus,1,2,
ext_nat_monvogblvmtnter010021.14993,POINT (55777.2890625 377056.28125),252,16616,49277,5186,Ser-Arendspolder Ossenisse,2015,3940,Fazant,1,2,
ext_nat_monvogblvmtnter010021.14994,POINT (55893.593594187216 377161.032849789),252,16616,49277,5186,Ser-Arendspolder Ossenisse,2015,1860,Wilde Eend,1,3,
ext_nat_monvogblvmtnter010021.14995,POINT (56006.70522797135 377136.45971096447),252,16616,49277,5186,Ser-Arendspolder Ossenisse,2015,1860,Wilde Eend,1,3,
ext_nat_monvogblvmtnter010021.14996,POINT (56006.70522797135 377136.45971096447),252,16616,49277,5186,Ser-Arendspolder Ossenisse,2015,1860,Wilde Eend,1,3,
ext_nat_monvogblvmtnter010021.14997,POINT (56094.23810303942 377872.41847089113),252,16616,49277,5186,Ser-Arendspolder Ossenisse,2015,1860,Wilde Eend,1,3,
ext_nat_monvogblvmtnter010021.14998,POINT (56148.38049544889 377119.4563585689),252,16616,49277,5186,Ser-Arendspolder Ossenisse,2015,3940,Fazant,1,5,
ext_nat_monvogblvmtnter010021.14999,POINT (56035.51383776982 377885.5808101264),252,16616,49277,5186,Ser-Arendspolder Ossenisse,2015,4240,Waterhoen,1,3,
ext_nat_monvogblvmtnter010021.15000,POINT (55682.61511163511 376611.3212228593),252,16616,49277,5186,Ser-Arendspolder Ossenisse,2015,4500,Scholekster,1,13,
ext_nat_monvogblvmtnter010021.15001,POINT (55682.497215561016 376683.6545810427),252,16616,49277,5186,Ser-Arendspolder Ossenisse,2015,4500,Scholekster,1,13,
ext_nat_monvogblvmtnter010021.15002,POINT (55645.086806849344 376259.52475727873),252,16616,49277,5186,Ser-Arendspolder Ossenisse,2015,9920,Boerenzwaluw,1,7,
ext_nat_monvogblvmtnter010021.15003,POINT (55607.57302614694 376214.8570130711),252,16616,49277,5186,Ser-Arendspolder Ossenisse,2015,6680,Holenduif,1,2,
ext_nat_monvogblvmtnter010021.15004,POINT (55619.381926791946 376166.8874628505),252,16616,49277,5186,Ser-Arendspolder Ossenisse,2015,12510,Kleine Karekiet,1,2,
ext_nat_monvogblvmtnter010021.15005,POINT (55694.92578125 376485.65625),252,16616,49277,5186,Ser-Arendspolder Ossenisse,2015,12510,Kleine Karekiet,1,2,
ext_nat_monvogblvmtnter010021.15006,POINT (55715.705051654964 376775.4777762423),252,16616,49277,5186,Ser-Arendspolder Ossenisse,2015,12510,Kleine Karekiet,1,2,
ext_nat_monvogblvmtnter010021.15007,POINT (55829.94690620038 376961.7515189404),252,16616,49277,5186,Ser-Arendspolder Ossenisse,2015,12510,Kleine Karekiet,1,2,
ext_nat_monvogblvmtnter010021.15008,POINT (55744.34375 376897.1875),252,16616,49277,5186,Ser-Arendspolder Ossenisse,2015,12510,Kleine Karekiet,1,2,
ext_nat_monvogblvmtnter010021.15009,POINT (55843.40414459401 377001.7715631591),252,16616,49277,5186,Ser-Arendspolder Ossenisse,2015,1940,Slobeend,1,3,
ext_nat_monvogblvmtnter010021.15010,POINT (55878.64398476915 377083.76353331556),252,16616,49277,5186,Ser-Arendspolder Ossenisse,2015,3670,Patrijs,1,5,
ext_nat_monvogblvmtnter010021.15011,POINT (55955.14707753585 377788.77773409686),252,16616,49277,5186,Ser-Arendspolder Ossenisse,2015,15490,Ekster,1,13,
ext_nat_monvogblvmtnter010021.15012,POINT (56262.45695699529 378182.94924063736),252,16616,49277,5186,Ser-Arendspolder Ossenisse,2015,10840,Heggenmus,1,2,
ext_nat_monvogblvmtnter010021.15013,POINT (56329.751185275585 378109.310060513),252,16616,49277,5186,Ser-Arendspolder Ossenisse,2015,16600,Kneu,1,2,
ext_nat_monvogblvmtnter010021.15014,POINT (56329.751185275585 378109.310060513),252,16616,49277,5186,Ser-Arendspolder Ossenisse,2015,12750,Grasmus,1,2,
ext_nat_monvogblvmtnter010021.15015,POINT (55658.656058181106 376265.9360729182),252,16616,49277,5186,Ser-Arendspolder Ossenisse,2015,15910,Huismus,5,1,
ext_nat_monvogblvmtnter010021.15016,POINT (55658.656058181106 376265.9360729182),252,16616,49277,5186,Ser-Arendspolder Ossenisse,2015,11870,Merel,1,2,
ext_nat_monvogblvmtnter010021.15017,POINT (55658.656058181106 376265.9360729182),252,16616,49277,5186,Ser-Arendspolder Ossenisse,2015,10660,Winterkoning,1,2,
ext_nat_monvogblvmtnter010021.15018,POINT (56094.23810303942 377872.41847089113),252,16616,49277,5186,Ser-Arendspolder Ossenisse,2015,4500,Scholekster,1,3,
ext_nat_monvogblvmtnter010021.15019,POINT (56094.23810303942 377872.41847089113),252,16616,49277,5186,Ser-Arendspolder Ossenisse,2015,3940,Fazant,1,2,
ext_nat_monvogblvmtnter010021.15020,POINT (56191.22392779855 378132.8132085201),252,16616,49277,5186,Ser-Arendspolder Ossenisse,2015,3670,Patrijs,1,5,
ext_nat_monvogblvmtnter010021.15021,POINT (56156.949768683146 378060.48175176134),252,16616,49277,5186,Ser-Arendspolder Ossenisse,2015,10110,Graspieper,1,2,
ext_nat_monvogblvmtnter010021.15022,POINT (56266.50265075294 378122.4464363229),252,16616,49277,5186,Ser-Arendspolder Ossenisse,2015,3670,Patrijs,1,5,
ext_nat_monvogblvmtnter010021.15023,POINT (55647.42151575565 376685.1195491706),252,16616,49277,5186,Ser-Arendspolder Ossenisse,2015,3940,Fazant,1,12,
ext_nat_monvogblvmtnter010021.15024,POINT (55822.79152552139 376785.0650994038),252,16616,57281,5186,Ser-Arendspolder Ossenisse,2016,1860,Wilde Eend,1,3,
ext_nat_monvogblvmtnter010021.15025,POINT (55878.26152555768 377139.66705825075),252,16616,57281,5186,Ser-Arendspolder Ossenisse,2016,1860,Wilde Eend,1,3,
ext_nat_monvogblvmtnter010021.15026,POINT (56028.76462596092 377976.3304407159),252,16616,57281,5186,Ser-Arendspolder Ossenisse,2016,1860,Wilde Eend,1,3,
ext_nat_monvogblvmtnter010021.15027,POINT (55999.41905325002 377144.0808339883),252,16616,57281,5186,Ser-Arendspolder Ossenisse,2016,1860,Wilde Eend,1,3,
ext_nat_monvogblvmtnter010021.15028,POINT (55715.037247424174 376795.20505939337),252,16616,57281,5186,Ser-Arendspolder Ossenisse,2016,1860,Wilde Eend,1,3,
ext_nat_monvogblvmtnter010021.15029,POINT (56044.35120135741 377128.6253731253),252,16616,57281,5186,Ser-Arendspolder Ossenisse,2016,1860,Wilde Eend,1,3,
ext_nat_monvogblvmtnter010021.15030,POINT (55967.949131075366 377195.6967025071),252,16616,57281,5186,Ser-Arendspolder Ossenisse,2016,1860,Wilde Eend,1,3,
ext_nat_monvogblvmtnter010021.15031,POINT (55712.007831494775 376640.2384201043),252,16616,57281,5186,Ser-Arendspolder Ossenisse,2016,1860,Wilde Eend,1,3,
ext_nat_monvogblvmtnter010021.15032,POINT (55846.960229745295 376970.42721355584),252,16616,57281,5186,Ser-Arendspolder Ossenisse,2016,4500,Scholekster,1,15,
ext_nat_monvogblvmtnter010021.15033,POINT (55974.2464608819 377213.48374519765),252,16616,57281,5186,Ser-Arendspolder Ossenisse,2016,4500,Scholekster,1,15,
ext_nat_monvogblvmtnter010021.15034,POINT (55860.93735957987 377072.581879458),252,16616,57281,5186,Ser-Arendspolder Ossenisse,2016,4500,Scholekster,1,15,
ext_nat_monvogblvmtnter010021.15035,POINT (55683.342404368756 376347.22505394253),252,16616,57281,5186,Ser-Arendspolder Ossenisse,2016,4500,Scholekster,1,15,
ext_nat_monvogblvmtnter010021.15036,POINT (55712.63192830223 376825.0642078047),252,16616,57281,5186,Ser-Arendspolder Ossenisse,2016,4500,Scholekster,1,15,
ext_nat_monvogblvmtnter010021.15037,POINT (56005.685960729345 377647.5848273868),252,16616,57281,5186,Ser-Arendspolder Ossenisse,2016,4500,Scholekster,1,15,
ext_nat_monvogblvmtnter010021.15038,POINT (56229.02047070372 378041.8205676832),252,16616,57281,5186,Ser-Arendspolder Ossenisse,2016,10171,Gele Kwikstaart,1,2,
ext_nat_monvogblvmtnter010021.15039,POINT (55983.07919186466 377555.08695916383),252,16616,57281,5186,Ser-Arendspolder Ossenisse,2016,4500,Scholekster,1,15,
ext_nat_monvogblvmtnter010021.15040,POINT (55937.24747811409 377145.80559107615),252,16616,57281,5186,Ser-Arendspolder Ossenisse,2016,4500,Scholekster,1,15,
ext_nat_monvogblvmtnter010021.15041,POINT (55957.0106227887 377032.5130874162),252,16616,57281,5186,Ser-Arendspolder Ossenisse,2016,9760,Veldleeuwerik,1,2,
ext_nat_monvogblvmtnter010021.15042,POINT (56326.03562355066 378041.2381236738),252,16616,57281,5186,Ser-Arendspolder Ossenisse,2016,10110,Graspieper,1,2,
ext_nat_monvogblvmtnter010021.15043,POINT (55648.82357119837 376313.5190602169),252,16616,57281,5186,Ser-Arendspolder Ossenisse,2016,10660,Winterkoning,1,2,
ext_nat_monvogblvmtnter010021.15044,POINT (56010.357531300484 377566.2453015989),252,16616,57281,5186,Ser-Arendspolder Ossenisse,2016,4930,Kievit,1,7,
ext_nat_monvogblvmtnter010021.15045,POINT (55744.36954449587 376460.72408331156),252,16616,57281,5186,Ser-Arendspolder Ossenisse,2016,12750,Grasmus,1,2,
ext_nat_monvogblvmtnter010021.15046,POINT (55618.520988548116 376200.88400827406),252,16616,57281,5186,Ser-Arendspolder Ossenisse,2016,10840,Heggenmus,1,2,
ext_nat_monvogblvmtnter010021.15047,POINT (55657.20525691734 376283.5399989238),252,16616,57281,5186,Ser-Arendspolder Ossenisse,2016,11870,Merel,1,2,
ext_nat_monvogblvmtnter010021.15048,POINT (56244.01449212682 378173.94828324264),252,16616,57281,5186,Ser-Arendspolder Ossenisse,2016,12750,Grasmus,1,2,
ext_nat_monvogblvmtnter010021.15049,POINT (56313.721401680144 377985.4301914527),252,16616,57281,5186,Ser-Arendspolder Ossenisse,2016,12750,Grasmus,1,2,
ext_nat_monvogblvmtnter010021.15050,POINT (55961.52982196331 377775.40422379033),252,16616,57281,5186,Ser-Arendspolder Ossenisse,2016,12750,Grasmus,1,2,
ext_nat_monvogblvmtnter010021.15051,POINT (55931.88986537054 377798.52281193505),252,16616,57281,5186,Ser-Arendspolder Ossenisse,2016,15490,Ekster,1,16,
ext_nat_monvogblvmtnter010021.15052,POINT (55604.63632637054 376154.9178295309),252,16616,57281,5186,Ser-Arendspolder Ossenisse,2016,15910,Huismus,1,2,
ext_nat_monvogblvmtnter010021.15053,POINT (55924.89429346645 377695.0587700056),252,16616,57281,5186,Ser-Arendspolder Ossenisse,2016,15490,Ekster,1,13,
ext_nat_monvogblvmtnter010021.15054,POINT (55944.53665804303 377834.0435077429),252,16616,57281,5186,Ser-Arendspolder Ossenisse,2016,15600,Kauw,1,16,
ext_nat_monvogblvmtnter010021.15055,POINT (55629.185763707064 376268.505641112),252,16616,57281,5186,Ser-Arendspolder Ossenisse,2016,15600,Kauw,1,3,
ext_nat_monvogblvmtnter010021.15056,POINT (55928.92892677408 377730.72492409404),252,16616,57281,5186,Ser-Arendspolder Ossenisse,2016,15910,Huismus,1,2,
ext_nat_monvogblvmtnter010021.15057,POINT (55661.97093129229 376277.8338478451),252,16616,57281,5186,Ser-Arendspolder Ossenisse,2016,15980,Ringmus,1,2,
ext_nat_monvogblvmtnter010021.15058,POINT (55608.53795018472 376153.7932682494),252,16616,57281,5186,Ser-Arendspolder Ossenisse,2016,15910,Huismus,1,2,
